org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
openai,model.evaluations.propensity-and-character-evals,secondary,https://openai.com/index/sycophancy-in-gpt-4o/,Published a post-mortem on a sycophancy regression in a deployed model and the evaluation changes that followed.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
palisade-research,model.evaluations.propensity-and-character-evals,secondary,https://palisaderesearch.org/blog/shutdown-resistance,Studies of frontier models resisting shutdown in agentic settings.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
apollo-research,model.evaluations.sandbagging-and-elicitation,primary,https://www.apolloresearch.ai/science/claude-sonnet-37-often-knows-when-its-in-alignment-evaluations,"Leading organisation on evaluation awareness and in-context sandbagging, including showing frontier models often recognise alignment evaluations.",b02,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
anthropic,model.evaluations.sandbagging-and-elicitation,secondary,https://www.anthropic.com/research/sabotage-evaluations,Sabotage evaluations include sandbagging on dangerous-capability tests.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.evaluations.sandbagging-and-elicitation,secondary,https://metr.org/,Publishes capability-elicitation guidance used in its evaluations.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
poseidon-research,model.evaluations.sandbagging-and-elicitation,secondary,https://poseidonresearch.org/about,"Works on detecting concealment and steganographic channels in model outputs, directly relevant to eliciting a model's true capability despite attempts to hide it.",b02,agent-2026-09-21,,2026-09-21,false
redwood-research,model.evaluations.sandbagging-and-elicitation,secondary,https://arxiv.org/abs/2405.19550,Password-locked models: tests whether fine-tuning can recover deliberately hidden capabilities.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
anthropic,model.evaluations.science-of-evaluations,secondary,https://www.anthropic.com/research/statistical-approach-to-model-evals,"Published guidance on statistical rigour (error bars, power) for model evaluations.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
apollo-research,model.evaluations.science-of-evaluations,secondary,https://www.apolloresearch.ai/blog/we-need-a-science-of-evals,Named and argued for the science of evaluations as a subfield.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
epoch-ai,model.evaluations.science-of-evaluations,secondary,https://epoch.ai/,"Publishes methodology on benchmark reliability, saturation and comparability.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
metr,model.evaluations.science-of-evaluations,secondary,https://arxiv.org/abs/2503.14499,Time-horizon methodology is a leading example of evaluation designed for predictive validity and trend extrapolation.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
uk-ai-security-institute,model.evaluations.science-of-evaluations,secondary,https://www.aisi.gov.uk/research-agenda,"Names science of evaluations as an explicit research theme in its published research agenda (validity, reproducibility, predictive power of evaluations).",b02,agent-2026-09-21,,2026-09-21,false
anthropic,model.interpretability.chain-of-thought-monitorability,primary,https://www-cdn.anthropic.com/827afa7dd36e4afbb1a49c735bfbb2c69749756e/measuring-faithfulness-in-chain-of-thought-reasoning.pdf,Published early empirical work measuring CoT faithfulness and co-authored the 2025 cross-lab paper.,b01,agent-2026-09-21,,2026-09-21,false
apollo-research,model.interpretability.chain-of-thought-monitorability,primary,https://www.apolloresearch.ai/monitoring,Runs a dedicated monitoring research line and co-authored the cross-lab CoT monitorability paper.,b01,agent-2026-09-21,,2026-09-21,false
google-deepmind,model.interpretability.chain-of-thought-monitorability,primary,https://ar5iv.labs.arxiv.org/html/2507.11473,"Several DeepMind safety researchers (Shah, Emmons, Jenner, Krakovna, Lindner, Nanda, Phuong) co-authored the cross-lab CoT monitorability paper.",b01,agent-2026-09-21,,2026-09-21,false
openai,model.interpretability.chain-of-thought-monitorability,primary,https://openai.com/index/detecting-and-reducing-scheming-in-ai-models/,Bowen Baker led OpenAI's own published work on CoT monitoring for scheming detection.,b01,agent-2026-09-21,,2026-09-21,false
redwood-research,model.interpretability.chain-of-thought-monitorability,primary,https://www.redwoodresearch.org/blog/proposal-for-tracking-architecture-on-monitorability,Published a dedicated proposal for tracking how model architecture choices affect CoT monitorability; Redwood frames this as control work but it is squarely this node's topic.,b01,agent-2026-09-21,,2026-09-21,false
uk-ai-security-institute,model.interpretability.chain-of-thought-monitorability,primary,https://ar5iv.labs.arxiv.org/html/2507.11473,"Multiple UK AISI researchers (Korbak, Bloom, Irving, Soto, Wang) are named authors of the founding cross-lab CoT monitorability paper.",b01,agent-2026-09-21,,2026-09-21,false
metr,model.interpretability.chain-of-thought-monitorability,secondary,https://metr.org/blog/2025-08-08-cot-may-be-highly-informative-despite-unfaithfulness/,Published research arguing chain of thought can be highly informative for monitoring even when not fully faithful; founder co-authored the cross-lab monitorability paper.,b01,agent-2026-09-21,opus-review-2026-09-23,2026-09-24,false
truthful-ai,model.interpretability.chain-of-thought-monitorability,secondary,https://truthful.ai/,States 'hidden reasoning in language models' as a core research topic and Owain Evans co-authored the cross-lab paper.,b01,agent-2026-09-21,,2026-09-21,false
anthropic,model.interpretability.internal-monitoring,primary,https://www.anthropic.com/research/probes-catch-sleeper-agents,Showed lightweight linear probes on internal activations can catch sleeper-agent-style deceptive behaviour.,b01,agent-2026-09-21,,2026-09-21,false
apollo-research,model.interpretability.internal-monitoring,primary,https://www.apolloresearch.ai/research/deception-probes,Showed linear probes can detect strategic deception in realistic scenarios; code is open.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
google-deepmind,model.interpretability.internal-monitoring,primary,https://arxiv.org/abs/2601.11516,Built and deployed activation probes for cyber-misuse detection in production Gemini.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
cadenza-labs,model.interpretability.internal-monitoring,secondary,https://cadenzalabs.org,"States its research agenda as 'robust lie detectors for LLMs', i.e. probing internals to flag deceptive output; evidence is the homepage only. Distinct from an unrelated, similarly-named company in crypto/agent payments.",b12,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
far-ai,model.interpretability.internal-monitoring,secondary,https://arxiv.org/abs/2412.09565,"Co-authored work showing models can be made to evade latent-space monitors, the main adversarial test of probes.",review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
neuronpedia,model.interpretability.interpretability-benchmarks,primary,https://www.neuronpedia.org/sae-bench/info,"Hosts SAEBench, an eight-metric benchmark for comparing sparse autoencoder quality.",b01,agent-2026-09-21,,2026-09-21,false
mats-ml-alignment-and-theory-scholars,model.interpretability.interpretability-benchmarks,secondary,https://www.neuronpedia.org/sae-bench/info,"SAEBench was developed as a MATS program project, funded by a grant from Open Philanthropy.",b01,agent-2026-09-21,,2026-09-21,false
pr-ai-2r-group-northeastern-university,model.interpretability.interpretability-benchmarks,secondary,https://mib-bench.github.io/,"Co-led MIB, a multi-university (Northeastern, Technion, AI2, Brown, Amsterdam, Stanford, MIT, Cambridge, ETH Zurich) benchmark for circuit-localisation and causal-variable-localisation methods.",b01,agent-2026-09-21,,2026-09-21,false
anthropic,model.interpretability.safety-applications,primary,https://transformer-circuits.pub/2024/scaling-monosemanticity/,Scaling Monosemanticity demonstrated extracting and using interpretable features from a production-scale model.,b01,agent-2026-09-21,,2026-09-21,false
goodfire,model.interpretability.safety-applications,primary,https://www.goodfire.ai/,Commercial product for steering model behaviour directly via internal features.,b01,agent-2026-09-21,,2026-09-21,false
ae-studio,model.interpretability.safety-applications,secondary,https://ae.studio/ai-alignment,"Same research portfolio includes mechanistic interpretability work (SelfIE, Endogenous Steering Resistance) applied to steering and safety.",b12,agent-2026-09-21,,2026-09-21,false
center-for-ai-safety-cais,model.interpretability.safety-applications,secondary,https://arxiv.org/abs/2310.01405,Representation engineering: reading and steering high-level concepts such as honesty through internal directions.,review-model,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
guide-labs,model.interpretability.safety-applications,secondary,https://techcrunch.com/2026/02/23/guide-labs-debuts-a-new-kind-of-interpretable-llm/,"Builds models interpretable by design as an alternative to post-hoc interpretability, launched a new model in Feb 2026.",b01,agent-2026-09-21,,2026-09-21,false
anthropic,model.interpretability.understanding-internals,primary,https://transformer-circuits.pub/,"[Anthropic (interpretability team)] Publishes the Transformer Circuits Thread, the main venue for sparse-autoencoder and circuit-discovery research.",b01,agent-2026-09-21,,2026-09-21,false
eleutherai,model.interpretability.understanding-internals,primary,https://www.eleuther.ai/papers-blog/tag/Mechanistic+Interpretability,Open research on interpretability of its own open model suites (e.g. Pythia).,b01,agent-2026-09-21,,2026-09-21,false
