org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
nti-bio,NTI | bio,https://www.nti.org/about/programs-projects/program/global-biological-policy-programs-nti-bio/,nonprofit,US,Washington DC,North America,unknown,unknown,unknown,Biosecurity policy including AI-bio governance,biosecurity;ai-bio-governance,"The biological security programme of the Nuclear Threat Initiative; runs the AIxBio Global Forum, a multi-stakeholder working group on biological design tools and AI-bio risk governance across major jurisdictions.",AIxBio Global Forum; AIxBio Horizon Scan (2026); Preventing AI Misuse safeguards agenda,active,high,"['https://www.nti.org/about/programs-projects/project/aixbio-global-forum/', 'https://www.nti.org/news/nti-bio-advances-agenda-for-preventing-misuse-of-ai-enabled-capabilities-to-engineer-living-systems/']",nonprofit,fellowship-or-programme;publishes-open-problems,new_org:b05,,agent-2026-09-21,,2026-09-21,false
nyu-alignment-research-group,NYU Alignment Research Group,https://wp.nyu.edu/arg,academic,US,New York,North America,2023,6-20,mixed,Scalable oversight and alignment research,alignment;interpretability,University research group working on scalable oversight and empirical alignment techniques for large language models.,Scalable oversight publications,active,medium,https://aisafety.com/map,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
nyu-center-for-mind-ethics-and-policy,"NYU Center for Mind, Ethics, and Policy",https://sites.google.com/nyu.edu/mindethicspolicy/home,nonprofit-research,US,New York,North America,2024,1-5,philanthropic,Foundational research on the nature and moral status of nonhuman and artificial minds,ai-welfare,"University research centre studying the moral status of nonhuman minds, including AI systems, and publishing on AI welfare, consciousness and the relationship between AI safety and AI welfare.",Taking AI Welfare Seriously (2024); Is There a Tension between AI Safety and AI Welfare? (2025),active,high,https://www.nyu.edu/about/news-publications/news/2024/june/nyu-creates-center-for-mind--ethics--and-policy.html; https://sites.google.com/nyu.edu/mindethicspolicy/home,nonprofit,publishes-open-problems,new_org:b09,,agent-2026-09-21,,2026-09-21,false
odyssean-institute,Odyssean Institute,https://odysseaninstitute.org,think-tank,UK,unknown,UK,2021,1-5,philanthropic,Wargaming and simulation for catastrophic risk policy,forecasting;policy-domestic,Runs wargames and structured simulations to help policymakers understand and prepare for catastrophic risks including advanced AI.,Policy wargaming exercises on AI and biosecurity,active,medium,https://odysseaninstitute.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
oecd-ai-policy-observatory,OECD.AI Policy Observatory,https://oecd.ai,government,France,Paris,Europe,2020,unknown,government,Intergovernmental AI policy monitoring and principles,policy-international;standards,Intergovernmental body tracking AI policy developments and maintaining shared AI principles across OECD member countries.,OECD AI Principles; policy observatory database,active,high,https://oecd.ai,government,closed,seed,Batch tags for the OECD's AI-and-work programme and the OECD AI Incidents Monitor are merged into this row.,agent-2026-09-21,,2026-09-21,false
ofcom,Ofcom,https://www.ofcom.org.uk,government,UK,unknown,UK,unknown,unknown,unknown,,,UK online-safety regulator; opened a formal investigation into X over Grok-generated sexualised imagery in January 2026.,,active,low,https://www.ofcom.org.uk/online-safety/illegal-and-harmful-content/ofcom-launches-investigation-into-x-over-grok-sexualised-imagery,government,unknown,review-2026-09-23:misuse,"Created from a review edit (misuse[130], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
opcw,OPCW,https://www.opcw.org,government,Netherlands,The Hague,Europe,1997,unknown,government,"International verification and implementation of the Chemical Weapons Convention, including AI implications",chemical-weapons,The Organisation for the Prohibition of Chemical Weapons; its Scientific Advisory Board released a landmark March 2026 report on AI and the Chemical Weapons Convention and runs a standing AI Research Challenge and Global Conference on AI in CWC implementation.,Final Report of the SAB Temporary Working Group on AI (March 2026); AI Research Challenge,active,high,"['https://www.opcw.org/media-centre/news/2026/03/opcw-releases-landmark-report-ai-and-chemical-weapons-convention', 'https://www.opcw.org/media-centre/featured-topics/aichallenge']",government,publishes-open-problems,new_org:b05,,agent-2026-09-21,,2026-09-21,false
openai,OpenAI,https://openai.com,lab-safety-team,US,San Francisco,North America,2015,200+,commercial,Safety work merged into a single Research and Safety organisation,alignment;evals;frontier-safety-frameworks;red-teaming,"As of September 2026, OpenAI has dissolved four successive dedicated safety teams (Superalignment, May 2024; AGI Readiness, Oct 2024; Mission Alignment, Feb 2026; Preparedness, Jul 2026). Safety work now sits inside a merged Research and Safety organisation under VP Mia Glaese, with catastrophic-risk evaluation distributed to domain specialists rather than held by one independent team.","Preparedness Framework, superalignment research (folded into safety teams)",active,high,https://openai.com,commercial-product,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
orthogonal,Orthogonal,https://orxl.org,nonprofit-research,Other,Global,Other,2022,1-5,philanthropic,Agent foundations alignment research,alignment,"Small research group working on agent foundations, aiming to formally understand agency well enough to build provably safe AI.",Agent foundations research outputs,active,medium,https://aisafety.com/map,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
ought,Ought,https://ought.org,nonprofit-research,US,San Francisco,North America,2017,1-5,philanthropic,Factored cognition and process supervision research,alignment;epistemics,Researched factored cognition and process-based supervision as an alignment strategy; much of its work continued via the Elicit product.,Factored cognition research; predecessor to Elicit,dormant,medium,https://ought.org,nonprofit,publishes-open-problems,seed,Dormant; work continued at Elicit.,agent-2026-09-21,,2026-09-21,false
owasp-genai-security-project,OWASP GenAI Security Project,https://genai.owasp.org,standards-body,Other,Global,Other,2023,unknown,philanthropic,Open community standards for LLM/GenAI application security,standards;model-security;agent-security,Open community developing the widely used Top 10 lists and guidance for securing large language model and agentic applications.,OWASP Top 10 for LLM Applications,active,high,https://genai.owasp.org,nonprofit,open-to-collaborators;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
oxford-global-cyber-security-capacity-centre,Global Cyber Security Capacity Centre (University of Oxford),https://gcscc.ox.ac.uk,academic,UK,unknown,UK,unknown,unknown,unknown,,,Maintains the Cybersecurity Capacity Maturity Model used to assess national cyber capacity worldwide.,,active,low,https://gcscc.ox.ac.uk/,academic,unknown,review-2026-09-23:misuse,"Created from a review edit (misuse[56], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
oxford-martin-ai-governance-initiative,Oxford Martin AI Governance Initiative,https://oxfordmartin.ox.ac.uk,academic,UK,Oxford,UK,2022,6-20,mixed,Research on international AI governance,policy-international;policy-domestic,University research programme studying how international institutions and law should adapt to advanced AI.,AI governance working papers,active,high,https://oxfordmartin.ox.ac.uk,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
palisade-research,Palisade Research,https://palisaderesearch.org,nonprofit-research,US,Berkeley,North America,2023,6-20,philanthropic,Concrete demonstrations of dangerous AI capabilities,evals;red-teaming;comms-advocacy,"Runs and publishes concrete demonstrations of dangerous AI capabilities, such as autonomous replication or cyber-offence, to inform policymakers.",Public demonstrations of AI self-exfiltration and deception,active,high,https://palisaderesearch.org; https://aisafety.com/map,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
partnership-on-ai,Partnership on AI,https://partnershiponai.org,nonprofit,US,San Francisco,North America,2016,21-50,mixed,Multistakeholder coalition for responsible AI practices,standards;lab-accountability,"Multistakeholder nonprofit convening industry, civil society and academia to develop shared norms for responsible AI development.",Guidance on synthetic media and responsible AI practices,active,high,https://partnershiponai.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
pauseai,PauseAI,https://pauseai.info,advocacy,Netherlands,Utrecht,Europe,2023,1-5,philanthropic,Grassroots campaign for pausing frontier AI development,comms-advocacy,Grassroots movement campaigning for a global pause on training of the most capable frontier AI systems.,Public protests and policymaker letters,active,high,https://pauseai.info,nonprofit,publishes-open-problems;contact-form,seed,,agent-2026-09-21,,2026-09-21,false
peking-university-institute-for-artificial-intelligence,Peking University Institute for Artificial Intelligence,https://ai.pku.edu.cn/en,academic,China,Beijing,Asia,2018,unknown,mixed,Chinese university AI research including governance,policy-domestic,"University institute conducting broad AI research; includes a Center for AI Safety and Governance within its AI+Humanities and Social Sciences division, but safety is one strand among many.",Center for AI Safety and Governance (sub-unit),active,medium,https://www.ai.pku.edu.cn/en/About/Overview.htm,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
pentagon-chief-digital-and-ai-office-cdao,Pentagon Chief Digital and AI Office (CDAO),https://www.ai.mil,government,US,Washington DC,North America,2022,unknown,government,"Department of Defense AI adoption, data and decision-advantage strategy, including AI test and evaluation coordination",military-ai;decision-support;testing-and-assurance,"The US Department of Defense's central AI office, responsible for accelerating AI adoption across the department 'from the boardroom to the battlefield' and coordinating AI-enabled decision-support and test-and-evaluation efforts.",Pace-Setting Projects; Tradewinds sourcing platform,active,medium,['https://www.ai.mil/'],government,closed,new_org:b05,,agent-2026-09-21,,2026-09-21,false
pew-research-center,Pew Research Center,https://www.pewresearch.org,nonprofit-research,US,unknown,North America,unknown,unknown,unknown,,,"Recurring, methodologically transparent US surveys of attitudes to AI, including comparisons with AI experts.",,active,low,https://www.pewresearch.org/internet/2025/04/03/how-the-us-public-and-ai-experts-view-artificial-intelligence/,nonprofit,unknown,review-2026-09-23:meta,"Created from a review edit (meta[55], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
